Time, Position, Rotation
10:13:52:413,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:52:911,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:53:419,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:53:923,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:54:427,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:54:932,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:55:439,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:55:942,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:56:447,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:56:952,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:58:079,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:58:584,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:59:089,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
10:13:59:594,(-0.223. -0.024. 0.000),(0.000. 0.000. 0.000. 1.000)
